epoch,age_output_loss,age_output_sparse_categorical_accuracy,gender_output_binary_accuracy,gender_output_loss,learning_rate,loss,race_output_loss,race_output_sparse_categorical_accuracy,val_age_output_loss,val_age_output_sparse_categorical_accuracy,val_gender_output_binary_accuracy,val_gender_output_loss,val_loss,val_race_output_loss,val_race_output_sparse_categorical_accuracy
17,1.1794235706329346,0.507906973,0.8752209544181824,0.2827748656272888,0.001,2.548365592956543,1.085166096687317,0.5892093181610107,1.1273308992385864,0.5269308090209961,0.8833302855491638,0.26271724700927734,2.3923027515411377,0.9946978092193604,0.618860662
,,,,,,,,,,,,,,,
18,1.1798968315124512,0.5065000057220459,0.8763837218284607,0.28175392746925354,0.001,2.5482680797576904,1.0857316255569458,0.5895116329193115,1.132564663887024,0.5259265899658203,0.8853386640548706,0.2615387439727783,2.395092248916626,0.9935449361801147,0.6198648810386658
,,,,,,,,,,,,,,,
19,1.1780893802642822,0.5066744089126587,0.8767558336257935,0.28006109595298767,0.001,2.543213129043579,1.0840486288070679,0.5903023481369019,1.1253223419189453,0.5331385731697083,0.8837867379188538,0.2622824013233185,2.389691114425659,0.9946097731590271,0.6167610287666321
,,,,,,,,,,,,,,,
20,1.1768099069595337,0.5050930380821228,0.8763023018836975,0.28054386377334595,0.001,2.539485216140747,1.0811291933059692,0.5896976590156555,1.1278961896896362,0.5256527066230774,0.8843345046043396,0.2613166272640228,2.3897666931152344,0.9932669997215271,0.6216906905174255
,,,,,,,,,,,,,,,
21,1.1783589124679565,0.5063139796257019,0.8746744394302368,0.2822168171405792,0.001,2.5426223278045654,1.0811032056808472,0.5905232429504395,1.129272222518921,0.527387261,0.882326066,0.2601879835128784,2.3880224227905273,0.991006613,0.6209603548049927
,,,,,,,,,,,,,,,
22,1.1774734258651733,0.5075348615646362,0.8763488531112671,0.28048714995384216,0.001,2.542309522628784,1.083373785018921,0.5902674198150635,1.1267471313476562,0.5326821208000183,0.8812305927276611,0.26337188482284546,2.391234874725342,0.9936549067497253,0.6215081214904785
,,,,,,,,,,,,,,,
23,1.1770914793014526,0.5084883570671082,0.8761860728263855,0.2808637320995331,0.001,2.5414130687713623,1.0824609994888306,0.5896627902984619,1.1279411315917969,0.5292130708694458,0.8833302855491638,0.2630385160446167,2.3918609619140625,0.9932060837745667,0.6223297715187073
,,,,,,,,,,,,,,,
24,1.1768755912780762,0.5091279149055481,0.8769534826278687,0.28065431118011475,0.001,2.540321111679077,1.0819027423858643,0.5895581245422363,1.1228524446487427,0.5326821208000183,0.8840606212615967,0.2614687383174896,2.3840389251708984,0.9921976327896118,0.6226035952568054
,,,,,,,,,,,,,,,
25,1.1744056940078735,0.5084999799728394,0.8758720755577087,0.28113654255867004,0.001,2.5402164459228516,1.0837228298187256,0.5895000100135803,1.1230251789093018,0.5314040780067444,0.8828738331794739,0.2631818950176239,2.387556314468384,0.9937855005264282,0.6204126477241516
,,,,,,,,,,,,,,,
26,1.1759281158447266,0.5080116391181946,0.8774535059928894,0.27910974621772766,0.001,2.5384907722473145,1.08242929,0.5897907018661499,1.1274871826171875,0.5313127636909485,0.8834215998649597,0.26487722992897034,2.3922109603881836,0.9922240376472473,0.6215994358062744
,,,,,,,,,,,,,,,
27,1.1741044521331787,0.5090232491493225,0.8758023381233215,0.28011462092399597,0.001,2.538632392883301,1.083382248878479,0.5900116562843323,1.1256346702575684,0.5313127636909485,0.8854299783706665,0.2617639899253845,2.389010190963745,0.9940107464790344,0.6192258596420288
,,,,,,,,,,,,,,,
28,1.1739909648895264,0.5104069709777832,0.8756744265556335,0.27988919615745544,0.001,2.5368549823760986,1.0819363594055176,0.5898371934890747,1.1242454051971436,0.5270220637321472,0.88259995,0.2623029351234436,2.3878846168518066,0.9938288927078247,0.6183129549026489
,,,,,,,,,,,,,,,
29,1.174655556678772,0.5080465078353882,0.8765465021133423,0.2804047465324402,0.001,2.5360286235809326,1.0799823999404907,0.5915232300758362,1.1249706745147705,0.5300346612930298,0.8848822116851807,0.26116272807121277,2.390082359313965,0.9965620040893555,0.6194084286689758
,,,,,,,,,,,,,,,
30,1.1647976636886597,0.5126860737800598,0.877488375,0.27750450372695923,0.0005,2.5122101306915283,1.0688878297805786,0.5951046347618103,1.1181755065917969,0.5315866470336914,0.8835128545761108,0.2609875202178955,2.378133773803711,0.9914880990982056,0.6213255524635315
,,,,,,,,,,,,,,,
31,1.1608504056930542,0.5141860246658325,0.8781395554542542,0.2767392098903656,0.0005,2.5037569999694824,1.0651731491088867,0.5960000157356262,1.1182183027267456,0.5335037708282471,0.8836954832077026,0.2608073949813843,2.374861240386963,0.9882318377494812,0.6231513619422913
,,,,,,,,,,,,,,,
32,1.1578681468963623,0.5148720741271973,0.8771278858184814,0.27636969089508057,0.0005,2.500349521636963,1.0651333332061768,0.5979418754577637,1.1243665218353271,0.5303085446357727,0.8842431902885437,0.2618512213230133,2.382429838180542,0.9887435436248779,0.6227862238883972
,,,,,,,,,,,,,,,
33,1.1574169397354126,0.5145813822746277,0.876976728,0.27602019906044006,0.0005,2.499014377593994,1.0646452903747559,0.5986279249191284,1.1198337078094482,0.5308563113212585,0.8838780522346497,0.2596891224384308,2.375485897064209,0.9884622097015381,0.6198648810386658
,,,,,,,,,,,,,,,
34,1.1561317443847656,0.5165930390357971,0.8788022994995117,0.27623099088668823,0.0005,2.493950605392456,1.0606132745742798,0.5991976857185364,1.1194339990615845,0.5305824279785156,0.8833302855491638,0.2601400315761566,2.376662254333496,0.989556074,0.6191345453262329
,,,,,,,,,,,,,,,
35,1.159149408340454,0.5130348801612854,0.8789418339729309,0.27518078684806824,0.0005,2.4979960918426514,1.0627601146697998,0.5975232720375061,1.1192306280136108,0.5298520922660828,0.8845170736312866,0.259977788,2.3744707107543945,0.9878019094467163,0.6208691000938416
,,,,,,,,,,,,,,,
36,1.1555719375610352,0.5167558193206787,0.8788372278213501,0.27429822087287903,0.0005,2.4956605434417725,1.064974069595337,0.5981046557426453,1.120345950126648,0.5322256684303284,0.882782519,0.2602786421775818,2.3765649795532227,0.988368809,0.6208691000938416
,,,,,,,,,,,,,,,
37,1.1540567874908447,0.5168721079826355,0.8792790770530701,0.273764431,0.0005,2.491205930709839,1.0627176761627197,0.5998837351799011,1.1185859441757202,0.5346904993057251,0.8835128545761108,0.26202431321144104,2.376995325088501,0.9889753460884094,0.6223297715187073
,,,,,,,,,,,,,,,
38,1.1547571420669556,0.517918587,0.8790697455406189,0.27596914768218994,0.0005,2.4957549571990967,1.0642532110214233,0.5955930352210999,1.1159294843673706,0.5330473184585571,0.8854299783706665,0.259924054,2.3705220222473145,0.9872325658798218,0.6238816976547241
,,,,,,,,,,,,,,,
39,1.1545095443725586,0.518558145,0.879790723,0.27333980798721313,0.0005,2.4920856952667236,1.0633716583251953,0.599046528,1.1151988506317139,0.5336863398551941,0.8841519355773926,0.2591712772846222,2.3684091567993164,0.986534834,0.6235164999961853
,,,,,,,,,,,,,,,
40,1.1543771028518677,0.515686035,0.8795232772827148,0.2731168568134308,0.0005,2.487708568572998,1.0591782331466675,0.5998953580856323,1.1167597770690918,0.5371553897857666,0.8841519355773926,0.2583792805671692,2.369513988494873,0.9869215488433838,0.6217820048332214
,,,,,,,,,,,,,,,
41,1.152290940284729,0.517604649,0.8799883723258972,0.27377834916114807,0.0005,2.487985372543335,1.0610698461532593,0.5968255996704102,1.1155319213867188,0.534416676,0.8845170736312866,0.25983425974845886,2.3700361251831055,0.9872928261756897,0.6224210262298584
,,,,,,,,,,,,,,,
42,1.1545356512069702,0.5179069638252258,0.8802441954612732,0.27387499809265137,0.0005,2.4897475242614746,1.0603528022766113,0.5988720655441284,1.1174849271774292,0.534599245,0.8837867379188538,0.25978556275367737,2.3718690872192383,0.9871259331703186,0.6220558881759644
,,,,,,,,,,,,,,,
43,1.1499851942062378,0.5180813670158386,0.8797674179077148,0.27300482988357544,0.0005,2.484539747238159,1.0605367422103882,0.5999302268028259,1.1140321493148804,0.5368815064430237,0.8853386640548706,0.2599751353263855,2.3675498962402344,0.9860589504241943,0.6233339309692383
,,,,,,,,,,,,,,,
44,1.1533863544464111,0.5167325735092163,0.8797441720962524,0.27492544054985046,0.0005,2.4895505905151367,1.0603300333023071,0.5998139381408691,1.1182407140731812,0.534599245,0.8859777450561523,0.2602005898952484,2.3726346492767334,0.9866812229156494,0.6242468357086182
,,,,,,,,,,,,,,,
45,1.1521084308624268,0.5182906985282898,0.8787790536880493,0.2734508812427521,0.0005,2.488023519515991,1.0616780519485474,0.5983256101608276,1.1172271966934204,0.5366989374160767,0.8845170736312866,0.259522945,2.3696377277374268,0.9854355454444885,0.6237903833389282
,,,,,,,,,,,,,,,
46,1.1508326530456543,0.5198604464530945,0.880616307,0.2738422155380249,0.0005,2.485933303833008,1.060418725013733,0.5977557897567749,1.116279125213623,0.5335950255393982,0.8843345046043396,0.25983762741088867,2.3706536293029785,0.9869569540023804,0.6263465285301208
,,,,,,,,,,,,,,,
47,1.1536304950714111,0.5170232653617859,0.8797325491905212,0.2734162211418152,0.0005,2.4904897212982178,1.062551498413086,0.5988023281097412,1.1142839193344116,0.5377944111824036,0.8844257593154907,0.2602122128009796,2.3675191402435303,0.9854936599731445,0.6239729523658752
,,,,,,,,,,,,,,,
48,1.151414394378662,0.5191743969917297,0.8787325620651245,0.2755967974662781,0.0005,2.4870965480804443,1.059211254119873,0.6008023023605347,1.1147247552871704,0.5334124565124512,0.8853386640548706,0.25977200269699097,2.3671460151672363,0.9851544499397278,0.6216906905174255
,,,,,,,,,,,,,,,
49,1.1525671482086182,0.5171046257019043,0.8798023462295532,0.27443593740463257,0.0005,2.491182804107666,1.0633726119995117,0.5980348587036133,1.1161837577819824,0.5357860326766968,0.8856125473976135,0.2608121335506439,2.3706552982330322,0.9861860275268555,0.6212342381477356
